time_idx,date,close,volume,days_since_earning,month,day_of_week,quarter,year,is_month_end,is_month_start,rolling_volatility,return_1d,cumulative_return,unique_id,daily_sentiment,post_count,spike_presence,spike_intensity,volume_log1p,volume_norm
38,2024-08-22,210.6600037,79514500,29,8,3,3,2024,0,0,9.603273838,-0.056478705,132.2687077,TSLA,0.684373796,1,0,0.0,18.19144996550697,-0.9529513391793624
39,2024-08-23,220.3200073,81525200,30,8,4,3,2024,0,0,9.039644452,0.045855898,138.334008,TSLA,0.6432636776666666,3,0,0.0,18.216422745137997,-0.8829119343080156
40,2024-08-26,213.2100067,59301200,33,8,0,3,2024,0,0,7.105510087,-0.032271244,133.8697976,TSLA,0.1838257165,4,0,0.0,17.89814011671396,-1.7755769161432673
41,2024-08-28,205.75,64116400,35,8,2,3,2024,0,0,6.077271489,-0.016538438,129.1858261,TSLA,0.0,1,0,0.0,17.976210754997453,-1.5566176683506
42,2024-08-29,206.2799988,62308800,36,8,3,3,2024,0,0,6.763775793,0.002575936,129.5186005,TSLA,-0.3333333333333333,3,0,0.0,17.947613241838074,-1.6368231093178047
43,2024-08-30,214.1100006,63370600,37,8,4,3,2024,0,0,6.752159839,0.037958124,134.4348836,TSLA,0.247616753,2,0,0.0,17.964510605237685,-1.5894322584037486
44,2024-09-03,210.6000061,76714200,41,9,1,3,2024,0,0,6.211354037,-0.016393417,132.2310365,TSLA,0.5768065453333334,3,0,0.0,18.155597399134162,-1.053504519440556
45,2024-09-05,230.1699982,119355000,43,9,3,3,2024,0,0,7.487977867,0.049040583,144.5185971,TSLA,0.919758469,2,0,0.0,18.59761281184025,0.18618513094308825
46,2024-09-09,216.2700043,67443500,47,9,0,3,2024,0,0,7.207782738,0.026289606,135.7911017,TSLA,0.0,2,0,0.0,18.02680078312184,-1.4147313619558475
47,2024-09-11,228.1300049,83548600,49,9,2,3,2024,0,0,8.927455786,0.008666077,143.2377309,TSLA,0.893274426,1,0,0.0,18.240939068401094,-0.8141527206221125
48,2024-09-13,230.2899933,59515100,51,9,4,3,2024,0,0,8.221537008,0.002088663,144.5939394,TSLA,0.673480034,1,0,0.0,17.90174063663384,-1.7654787902581384
49,2024-09-16,226.7799988,54323000,54,9,0,3,2024,0,0,7.914880372,-0.015241628,142.3900923,TSLA,0.447752267,2,0,0.0,17.810458286374978,-2.0214920007156905
50,2024-09-17,227.8699951,66761600,55,9,1,3,2024,0,0,6.746227652,0.004806404,143.0744766,TSLA,1.0,1,0,0.0,18.016638637896364,-1.4432324184791734
51,2024-09-18,227.1999969,78010200,56,9,2,3,2024,0,0,6.531430727,-0.002940265,142.6537998,TSLA,0.0,1,0,0.0,18.17235015815392,-1.0065192302964046
52,2024-09-24,254.2700043,88491000,62,9,1,3,2024,0,0,10.31597179,0.017080017,159.6504523,TSLA,-0.0814867615,2,0,0.0,18.29841142119221,-0.6529640405664705
53,2024-09-25,257.019989,65034300,63,9,2,3,2024,0,0,11.89921078,0.010815215,161.3771062,TSLA,0.0,1,0,0.0,17.99042539636348,-1.5167508599117339
54,2024-09-27,260.4599915,70988100,65,9,4,3,2024,0,0,13.15880498,0.024545631,163.5370069,TSLA,0.4627354445,3,0,0.0,18.07802282941126,-1.2710724785071597
55,2024-09-30,261.6300049,80705700,68,9,0,3,2024,1,0,12.69861563,0.004492104,164.2716322,TSLA,0.2460306883333333,2,0,0.0,18.206319775106817,-0.91124702631106
56,2024-10-02,249.0200043,93983900,70,10,2,4,2024,0,0,7.441789286,-0.034880959,156.3540946,TSLA,0.675473273,1,0,0.0,18.35863405960914,-0.48406182716354407
57,2024-10-03,240.6600037,80729200,71,10,3,4,2024,0,0,7.92400349,-0.033571603,151.1050371,TSLA,0.29178828,3,0,0.0,18.206610914134064,-0.9104304890851483
58,2024-10-04,250.0800018,86573200,72,10,4,4,2024,0,0,6.301130481,0.03914235,157.0196434,TSLA,-0.0602559444999999,2,0,0.0,18.276500868366053,-0.7144150325273131
59,2024-10-07,240.8300018,68113300,75,10,0,4,2024,0,0,7.437928892,-0.036988164,151.2117752,TSLA,0.6912370919999999,2,0,0.0,18.036683067760297,-1.3870152108075444
60,2024-10-08,244.5,56303200,76,10,1,4,2024,0,0,7.828659504,0.015238958,153.516085,TSLA,0.0,1,0,0.0,17.846261947621556,-1.921075981234625
61,2024-10-10,238.7700043,83087100,78,10,3,4,2024,0,0,8.789546005,-0.009458613,149.9183487,TSLA,0.829692185,1,0,0.0,18.235400025154053,-0.829687687025986
62,2024-10-11,217.8000031,142628900,79,10,4,4,2024,0,0,12.07815615,-0.087825107,136.7517537,TSLA,0.5973178645,6,1,0.235000677,18.77575671721857,0.6858128575519647
63,2024-10-14,219.1600037,86291900,82,10,0,4,2024,0,0,12.73150477,0.006244264,137.6056677,TSLA,-0.5,0,0,0.0,18.273246304604555,-0.7235428794205742
64,2024-10-15,219.5700073,62988800,83,10,1,4,2024,0,0,12.48465558,0.001870796,137.8630998,TSLA,0.4576687215,6,1,0.051990329,17.958467506649527,-1.6063809134972962
65,2024-10-16,221.3300018,49632800,84,10,2,4,2024,0,0,12.38183813,0.008015642,138.968161,TSLA,0.812973201,2,0,0.0,17.720162483609606,-2.274738310558163
66,2024-10-17,220.8899994,50791800,85,10,3,4,2024,0,0,12.66450865,-0.001987993,138.6918933,TSLA,0.296136101,2,0,0.0,17.743245501884914,-2.209998986921628
67,2024-10-18,220.6999969,49611900,86,10,4,4,2024,0,0,11.1685062,-0.000860168,138.572595,TSLA,-1.0,4,0,0.0,17.719741302430403,-2.2759195678939586
68,2024-10-21,218.8500061,47329000,89,10,0,4,2024,0,0,10.61258628,-0.008382378,137.4110271,TSLA,-0.75,2,0,0.0,17.672633794539454,-2.408038693854408
69,2024-10-22,217.9700012,43268700,90,10,1,4,2024,0,0,8.688380105,-0.004021041,136.8584917,TSLA,0.935915232,2,0,0.0,17.582940090950803,-2.6595963383326673
70,2024-10-23,213.6499939,80938900,91,10,2,4,2024,0,0,6.660904608,-0.019819275,134.1460557,TSLA,0.4842274386666667,3,0,0.0,18.20920511936083,-0.903154703494538
71,2024-10-24,260.480011,204491900,0,10,3,4,2024,0,0,13.33651034,0.219190351,163.5495767,TSLA,0.3418712361428571,6,0,0.0,19.136038928750896,1.6962711266868944
72,2024-10-25,269.1900024,161611900,1,10,4,4,2024,0,0,19.54775996,0.033438234,169.0183856,TSLA,1.0,1,0,0.0,18.900708346141602,1.0362559342449942
73,2024-10-28,262.5100098,107653600,4,10,0,4,2024,0,0,21.98076862,-0.024815159,164.8241676,TSLA,0.3333333333333333,4,0,0.0,18.49442923221378,-0.10320662345152239
74,2024-10-29,259.519989,80521800,5,10,1,4,2024,0,0,22.9747781,-0.011390121,162.9468004,TSLA,0.915567994,2,0,0.0,18.204038525599486,-0.9176450869281468
75,2024-10-30,257.5499878,53993600,6,10,2,4,2024,0,0,23.17013455,-0.007590942,161.7098806,TSLA,0.167526871,3,0,0.0,17.804376097506868,-2.0385502895778664
76,2024-11-01,248.9799957,57544800,8,11,4,4,2024,0,1,20.89401361,-0.003482131,156.3289742,TSLA,0.0,1,0,0.0,17.868074350215572,-1.8599002643512346
77,2024-11-04,242.8399963,68802400,11,11,0,4,2024,0,0,18.71216721,-0.024660613,152.4738058,TSLA,0.898655236,1,0,0.0,18.046749200550455,-1.3587834336327436
78,2024-11-07,296.9100037,117309200,14,11,3,4,2024,0,0,17.60953789,0.029043791,186.4231548,TSLA,1.0,2,0,0.0,18.580323750445153,0.13769571211234563
79,2024-11-08,321.2200012,204782800,15,11,4,4,2024,0,0,25.60228054,0.081876654,201.6868589,TSLA,0.69595247475,4,0,0.0,19.137460468110966,1.700258018504768
80,2024-11-11,350.0,210521600,18,11,0,4,2024,0,0,36.26917109,0.089595911,219.7571769,TSLA,0.522402227,0,0,0.0,19.165098823399084,1.7777733766108195
81,2024-11-12,328.4899902,155726000,19,11,1,4,2024,0,0,39.09055932,-0.061457171,206.2515225,TSLA,0.0,3,0,0.0,18.863608617081898,0.9322049242003851
82,2024-11-13,330.2399902,125405600,20,11,2,4,2024,0,0,40.44709966,0.005327407,207.3503084,TSLA,0.0,1,0,0.0,18.64706385023741,0.3248769926733603
83,2024-11-15,320.7200012,114440300,22,11,4,4,2024,0,0,34.68009,0.030657525,201.3729201,TSLA,-1.0,2,0,0.0,18.555563856341955,0.06825337236131143
84,2024-11-18,338.7399902,126085600,25,11,0,4,2024,0,0,28.55969502,0.056186047,212.6872684,TSLA,0.7283159939999999,4,0,0.0,18.652471607262246,0.340043749810714
85,2024-11-19,346.0,88852500,26,11,1,4,2024,0,0,20.01344249,0.021432396,217.2456663,TSLA,0.4433130025,2,0,0.0,18.302488260733767,-0.6415300144201824
86,2024-11-20,342.0299988,66340700,27,11,2,4,2024,0,0,16.5692323,-0.011473992,214.7529912,TSLA,0.44332093,2,0,0.0,18.01031415820456,-1.460970243434164
87,2024-11-22,352.5599976,89140700,29,11,4,4,2024,0,0,13.1926947,0.038040226,221.3645421,TSLA,0.0,1,0,0.0,18.305726589485865,-0.6324477007199947
88,2024-11-25,338.5899963,95890900,32,11,0,4,2024,0,0,12.30718466,-0.039624465,212.5930906,TSLA,0.3823010444,5,0,0.0,18.378721655268848,-0.42772355540968504
89,2024-11-26,338.230011,62295900,33,11,1,4,2024,0,0,12.13485812,-0.00106319,212.3670638,TSLA,1.0,3,0,0.0,17.94740618705059,-1.6374038213693038
90,2024-11-27,332.8900146,57896400,34,11,2,4,2024,0,0,12.02858716,-0.015788062,209.0141995,TSLA,0.5,2,0,0.0,17.874165781716634,-1.8428160533241662
91,2024-11-29,345.1600037,37167600,36,11,4,4,2024,0,0,8.502608568,0.036858988,216.7182513,TSLA,0.739204228,1,0,0.0,17.43094799889381,-3.085877906908878
92,2024-12-02,357.0899963,77986500,39,12,0,4,2024,0,0,7.289958772,0.034563659,224.2088271,TSLA,0.307394266,3,0,0.0,18.172046305573982,-1.0073714243325524
93,2024-12-03,351.4200134,58267200,40,12,1,4,2024,0,0,7.546916891,-0.015878302,220.6487716,TSLA,-1.0,3,0,0.0,17.8805499029561,-1.82491095590028
94,2024-12-04,357.9299927,50810900,41,12,2,4,2024,0,0,8.691005881,0.018524782,224.736242,TSLA,-0.5,1,0,0.0,17.74362147614247,-2.208944518270755
95,2024-12-05,369.4899902,81403600,42,12,3,4,2024,0,0,11.3769258,0.032296812,231.9945061,TSLA,1.0,3,0,0.0,18.214930068323522,-0.8870983403587549
96,2024-12-06,389.2200012,81455800,43,12,4,4,2024,0,0,16.7283635,0.053397958,244.382539,TSLA,0.3333333333333333,2,0,0.0,18.21557111208454,-0.8853004498483051
97,2024-12-09,389.7900085,96359200,46,12,0,4,2024,0,0,20.31429779,0.001464486,244.7404338,TSLA,0.0,3,0,0.0,18.383593443854235,-0.41405999139234356
98,2024-12-10,400.9899902,97563600,47,12,1,4,2024,0,0,23.38855889,0.028733373,251.772652,TSLA,0.0,2,0,0.0,18.39601504124992,-0.37922200771573294
99,2024-12-11,424.769989,104287600,48,12,2,4,2024,0,0,28.55410758,0.059303223,266.7035817,TSLA,0.8684786756666667,3,0,0.0,18.462663034668566,-0.19229905144572124
100,2024-12-12,418.1000061,87752200,49,12,3,4,2024,0,0,28.34094286,-0.015702576,262.5156485,TSLA,0.0,1,0,0.0,18.29002750261677,-0.676477829427365
101,2024-12-13,436.230011,89000200,50,12,4,4,2024,0,0,30.32301703,0.043362843,273.8990734,TSLA,1.0,2,0,0.0,18.30414918612083,-0.6368717333892178
102,2024-12-16,463.019989,114083800,53,12,0,4,2024,0,0,35.75751175,0.061412506,290.7199018,TSLA,0.4938763976,6,0,0.0,18.552443832798907,0.059502860989796874
103,2024-12-17,479.8599854,131223000,54,12,1,4,2024,0,0,39.22960346,0.036369912,301.2933591,TSLA,0.8775922209999999,3,0,0.0,18.692408731608822,0.4520526035640909
104,2024-12-18,440.1300049,149340800,55,12,2,4,2024,0,0,34.78212815,-0.082794944,276.3477924,TSLA,0.0,0,0,0.0,18.821741507157284,0.814783175154885
105,2024-12-19,436.1700134,118566100,56,12,3,4,2024,0,0,29.8124812,-0.008997322,273.8614022,TSLA,0.0,1,0,0.0,18.59098117736486,0.16758585049280453
106,2024-12-20,421.0599976,132216200,57,12,4,4,2024,0,0,26.77666081,-0.034642491,264.374161,TSLA,0.0,3,0,0.0,18.699949027041253,0.4732003417191752
107,2024-12-23,430.6000061,72698100,60,12,0,4,2024,0,0,22.57648159,0.022657124,270.3641191,TSLA,-0.3872468469999999,2,0,0.0,18.101825821117195,-1.2043138958474264
108,2024-12-27,431.6600037,82666800,64,12,4,4,2024,0,0,18.42790523,-0.049479226,271.0296679,TSLA,0.4657416045,2,0,0.0,18.230328640459827,-0.8439110442615543
109,2024-12-31,403.8399963,76825100,68,12,1,4,2024,1,0,22.56298477,-0.032510019,253.5621071,TSLA,0.802549064,1,0,0.0,18.15704198065617,-1.0494530028859506
110,2025-01-02,379.2799988,109710700,70,1,3,1,2025,0,0,24.05643799,-0.060816159,238.1414336,TSLA,-0.2213981946666667,6,1,0.349743889,18.51335746834577,-0.05011992611400221
111,2025-01-03,410.4400024,95423300,71,1,4,1,2025,0,0,24.17769908,0.082155673,257.7061035,TSLA,-1.0,1,0,0.0,18.37383335187851,-0.44143343734307083
112,2025-01-06,411.0499878,85516500,74,1,0,1,2025,0,0,24.15702626,0.001486174,258.0890996,TSLA,0.5581534303333333,3,0,0.0,18.26421990943806,-0.7488585773499037
113,2025-01-07,394.3599854,75699500,75,1,1,1,2025,0,0,25.71899429,-0.04060334,247.6098201,TSLA,-1.0,2,0,0.0,18.142282126576177,-1.090848931213699
114,2025-01-08,394.9400024,73038800,76,1,2,1,2025,0,0,26.47089865,0.001470781,247.9739999,TSLA,0.8942855000000001,1,0,0.0,18.106501378453597,-1.191200687861698
115,2025-01-10,394.7399902,62287300,78,1,4,1,2025,0,0,21.47898361,-0.000506437,247.8484167,TSLA,0.8695056735,2,0,0.0,17.94726812670416,-1.6377910295472937
116,2025-01-13,403.3099976,67580500,81,1,0,1,2025,0,0,14.56142263,0.021710512,253.2293328,TSLA,-0.0518803796666666,3,0,0.0,18.028830052658865,-1.4090400119020372
117,2025-01-14,396.3599854,84565000,82,1,1,1,2025,0,0,10.97609388,-0.017232432,248.8655754,TSLA,0.4644725325,2,0,0.0,18.253031039215504,-0.7802392175168875
118,2025-01-15,428.2200012,81375500,83,1,2,1,2025,0,0,13.13797811,0.080381514,268.8697673,TSLA,0.0,1,0,0.0,18.214584815156083,-0.8880666477211955
119,2025-01-16,413.8200073,68335200,84,1,3,1,2025,0,0,13.68994528,-0.03362756,259.828333,TSLA,1.0,1,0,0.0,18.039935579768386,-1.377893118323277
120,2025-01-17,426.5,94991400,85,1,4,1,2025,0,0,12.85057552,0.030641323,267.7898169,TSLA,1.0,3,0,0.0,18.36929692967854,-0.45415642276261253
121,2025-01-21,424.0700073,87320900,89,1,1,1,2025,0,0,13.89250124,-0.005697521,266.2640789,TSLA,0.1621866106,4,0,0.0,18.285100407962,-0.690296506501511
122,2025-01-22,415.1099854,60963300,90,1,2,1,2025,0,0,14.02628888,-0.021128639,260.6382813,TSLA,0.0,0,0,0.0,17.92578261813906,-1.698049929657399
123,2025-01-24,406.5799866,56427100,92,1,4,1,2025,0,0,11.92310659,-0.014064742,255.2824858,TSLA,0.4704954325,2,0,0.0,17.848460115242712,-1.9149109345610884
124,2025-01-27,397.1499939,58125500,95,1,0,1,2025,0,0,11.55158866,-0.02319345,249.3616041,TSLA,0.883135706,2,0,0.0,17.87811504118949,-1.8317398420554147
125,2025-01-28,398.0899963,48910700,96,1,1,1,2025,0,0,12.10993161,0.00236687,249.9518107,TSLA,-1.0,3,0,0.0,17.705506764860182,-2.3158421778223466
126,2025-01-29,389.1000061,68033600,97,1,2,1,2025,0,0,13.29947971,-0.022582809,244.3071967,TSLA,-0.063195714,5,0,0.0,18.035512273450134,-1.3902988555568323
127,2025-01-30,400.2799988,98092900,0,1,3,1,2025,0,0,12.19248746,0.028732954,251.3268642,TSLA,0.225367546,3,0,0.0,18.401425556983384,-0.3640475134216362
128,2025-02-03,383.6799927,93732100,4,2,0,1,2025,0,0,12.13832883,-0.05170542,240.9040915,TSLA,0.8469109235,4,0,0.0,18.355951281920074,-0.491586025731769
129,2025-02-04,392.2099915,57072200,5,2,1,1,2025,0,0,10.0202628,0.022232066,246.259887,TSLA,-0.6666666666666666,1,0,0.0,17.859827708441724,-1.883029042587433
130,2025-02-05,378.1700134,57223300,6,2,2,1,2025,0,0,10.59021072,-0.035797094,237.4444986,TSLA,0.868623197,1,0,0.0,17.86247173354127,-1.8756135306911526
131,2025-02-06,374.3200073,77918200,7,2,3,1,2025,0,0,10.97109866,-0.010180622,235.0271659,TSLA,0.0,1,0,0.0,18.171170129249685,-1.0098287746645074
132,2025-02-07,361.6199951,70298300,8,2,4,1,2025,0,0,13.45403758,-0.033928222,227.0531121,TSLA,0.8879832925,3,0,0.0,18.068258188636783,-1.2984586821549566
133,2025-02-10,350.730011,77514900,11,2,0,1,2025,0,0,17.3580172,-0.030114441,220.2155344,TSLA,0.590048492,3,0,0.0,18.165980746809623,-1.0243830719082203
134,2025-02-11,328.5,118543400,12,2,1,1,2025,0,0,23.5912949,-0.063382118,206.2578074,TSLA,0.8999822735,2,0,0.0,18.590789704649698,0.16704884038751383
135,2025-02-12,336.5100098,105382700,13,2,2,1,2025,0,0,26.14911123,0.024383591,211.2871135,TSLA,0.2918006976666666,3,0,0.0,18.47310905346648,-0.16300183460840215
136,2025-02-13,355.9400024,89441500,14,2,3,1,2025,0,0,24.34101299,0.057739717,223.4867716,TSLA,1.0,1,0,0.0,18.309095349430603,-0.6229995757947764
137,2025-02-14,355.8399963,68277300,15,2,4,1,2025,0,0,20.46438213,-0.000280963,223.42398,TSLA,0.0,3,0,0.0,18.039087926696826,-1.3802704714872656
138,2025-02-18,354.1099854,51631700,19,2,1,1,2025,0,0,19.02992828,-0.004861767,222.3377448,TSLA,0.1074767027142857,6,0,0.0,17.759646402274775,-2.164000531017549
139,2025-02-19,360.5599976,67094400,20,2,2,1,2025,0,0,15.07619522,0.018214714,226.3875633,TSLA,0.463256091,3,0,0.0,18.02161115583743,-1.4292863458973424
140,2025-02-20,354.3999939,45965400,21,2,3,1,2025,0,0,12.83478076,-0.017084545,222.5198347,TSLA,0.863715053,0,0,0.0,17.64339951927109,-2.490030016882678
141,2025-02-21,337.7999878,74058600,22,2,4,1,2025,0,0,11.27529241,-0.046839747,212.0970619,TSLA,0.7532489895000001,2,0,0.0,18.120367243182205,-1.1523120688145958
142,2025-02-24,330.5299988,76052300,25,2,0,1,2025,0,0,11.86394116,-0.021521579,207.5323983,TSLA,0.5551586550000001,3,0,0.0,18.146931832622116,-1.077808226530604
143,2025-02-25,302.7999878,134228800,26,2,1,1,2025,0,0,18.03724608,-0.083895595,190.1213442,TSLA,0.720602691,1,0,0.0,18.715056371994514,0.5155708533460774
144,2025-02-26,290.7999878,100118300,27,2,2,1,2025,0,0,24.04266269,-0.03963012,182.5868124,TSLA,0.335553378,2,0,0.0,18.421863054747426,-0.30672789575782966
145,2025-02-27,281.9500122,101748200,28,2,3,1,2025,0,0,29.88199067,-0.030433205,177.0301106,TSLA,1.0,1,0,0.0,18.438011701540994,-0.2614369178366635
146,2025-02-28,292.980011,115697000,29,2,4,1,2025,1,0,30.99999927,0.039120405,183.9556003,TSLA,1.0,1,0,0.0,18.566485271343954,0.09888389961517707
147,2025-03-03,284.6499939,115551400,32,3,0,1,2025,0,0,31.59957145,-0.028432032,178.7253687,TSLA,0.700667322,2,0,0.0,18.565226019232536,0.09535216347007194
148,2025-03-04,272.0400085,126706600,33,3,1,1,2025,0,0,32.13737397,-0.044299967,170.8078408,TSLA,0.919179142,0,0,0.0,18.65738474338175,0.35382327835925037
149,2025-03-05,279.1000061,94042900,34,3,2,1,2025,0,0,28.22305021,0.025952056,175.2406554,TSLA,0.0,2,0,0.0,18.35926162973541,-0.4823017252122044
150,2025-03-06,263.4500122,98451600,35,3,3,1,2025,0,0,24.06070241,-0.056073069,165.4143741,TSLA,0.3333333333333333,2,0,0.0,18.405075624979144,-0.35381042352054337
151,2025-03-10,222.1499939,189076900,39,3,0,1,2025,0,0,22.5847527,-0.154262068,139.4830157,TSLA,-0.5,4,0,0.0,19.057664373867116,1.4764595053046956
152,2025-03-11,230.5800018,174896400,40,3,1,1,2025,0,0,24.28253627,0.03794737,144.7760293,TSLA,0.7952970663333333,1,0,0.0,18.97970436230427,1.257810524522401
153,2025-03-12,248.0899963,142215700,41,3,2,1,2025,0,0,23.57986303,0.075938912,155.7701634,TSLA,-1.0,1,0,0.0,18.772855484146717,0.6776759724815827
