"date","close","volume","last_earnings_date","days_since_earning","month","day_of_week","quarter","year","is_month_end","is_month_start","rolling_volatility","cumulative_return","time_idx","nvda_close","unique_id","daily_sentiment","post_count","spike_presence","spike_intensity"
"2024-07-19","117.89276123046876","217223800","2024-05-22 15:22:00-05","57",7,4,3,2024,0,0,"-0.0260961857045302","3134.688329939788",32,"117.89276123046876","NVDA","0",0,0,"0"
"2024-07-22","123.50098419189452","258068900","2024-05-22 15:22:00-05","60",7,0,3,2024,0,0,"0.0475705454931389","3283.8071637460007",33,"123.50098419189452","NVDA","0",0,0,"0"
"2024-07-23","122.55128479003906","173911000","2024-05-22 15:22:00-05","61",7,1,3,2024,0,0,"-0.0076898124178494","3258.5553026404036",34,"122.55128479003906","NVDA","0",0,0,"0"
"2024-07-24","114.2139129638672","327776900","2024-05-22 15:22:00-05","62",7,2,3,2024,0,0,"-0.068031696611389","3036.8702568997387",35,"114.2139129638672","NVDA","0",0,0,"0"
"2024-07-25","112.24453735351562","460067000","2024-05-22 15:22:00-05","63",7,3,3,2024,0,0,"-0.0172428696228506","2984.5058989985037",36,"112.24453735351562","NVDA","0.6572795510292053",1,0,"0"
"2024-07-26","113.02428436279295","293399100","2024-05-22 15:22:00-05","64",7,4,3,2024,0,0,"0.0069468593097008","3005.2388415878186",37,"113.02428436279295","NVDA","0.2633178432782491",3,0,"0"
"2024-07-29","111.55475616455078","248152100","2024-05-22 15:22:00-05","67",7,0,3,2024,0,0,"-0.0130018801404235","2966.1650863761483",38,"111.55475616455078","NVDA","0.9115579128265381",1,0,"0"
"2024-07-30","103.6972427368164","486833300","2024-05-22 15:22:00-05","68",7,1,3,2024,0,0,"-0.0704363820771928","2757.239149048128",39,"103.6972427368164","NVDA","0.9221295118331909",2,0,"0"
"2024-07-31","116.98303985595705","473174200","2024-05-22 15:22:00-05","69",7,2,3,2024,1,0,"0.1281210258681611","3110.49945738803",40,"116.98303985595705","NVDA","0.8309614459673563",3,0,"0"
"2024-08-01","109.1755142211914","523462300","2024-05-22 15:22:00-05","70",8,3,3,2024,0,1,"-0.0667406629574607","2902.902661473131",41,"109.1755142211914","NVDA","0.4637930393218994",1,0,"0"
"2024-08-02","107.23611450195312","482027500","2024-05-22 15:22:00-05","71",8,4,3,2024,0,0,"-0.0177640539004838","2851.3353421268644",42,"107.23611450195312","NVDA","0.2038421630859375",3,0,"0"
"2024-08-05","100.41827392578124","552842400","2024-05-22 15:22:00-05","74",8,0,3,2024,0,0,"-0.0635778404303123","2670.0535987318126",43,"100.41827392578124","NVDA","0.14764606952667236",10,1,"5.093550691253313"
"2024-08-06","104.21707153320312","409012100","2024-05-22 15:22:00-05","75",8,1,3,2024,0,0,"0.0378297441183816","2771.0610431542013",44,"104.21707153320312","NVDA","0.8758872747421265",2,0,"0"
"2024-08-07","98.87876892089844","411440400","2024-05-22 15:22:00-05","76",8,2,3,2024,0,0,"-0.0512229189879311","2629.1192078301015",45,"98.87876892089844","NVDA","0.32978818672043936",7,1,"2.487688997710893"
"2024-08-08","104.93685150146484","391910000","2024-05-22 15:22:00-05","77",8,3,3,2024,0,0,"0.0612677791873883","2790.1995029127575",46,"104.93685150146484","NVDA","0",0,0,"0"
"2024-08-09","104.7169189453125","290844200","2024-05-22 15:22:00-05","78",8,4,3,2024,0,0,"-0.0020958562507402","2784.3516458437653",47,"104.7169189453125","NVDA","-1",1,0,"0"
"2024-08-12","108.98556518554688","325559900","2024-05-22 15:22:00-05","81",8,0,3,2024,0,0,"0.0407636729883509","2897.852045819517",48,"108.98556518554688","NVDA","-0.04751795530319214",2,0,"0"
"2024-08-13","116.1033172607422","312646700","2024-05-22 15:22:00-05","82",8,1,3,2024,0,0,"0.0653091266084404","3087.1082319724724",49,"116.1033172607422","NVDA","0.7223541736602783",1,0,"0"
"2024-08-14","118.04271697998048","339246400","2024-05-22 15:22:00-05","83",8,2,3,2024,0,0,"0.0167040853353295","3138.6755513187386",50,"118.04271697998048","NVDA","0",0,0,"0"
"2024-08-15","122.82120513916016","318086700","2024-05-22 15:22:00-05","84",8,3,3,2024,0,0,"0.0404810079048765","3265.7323011225153",51,"122.82120513916016","NVDA","0",0,0,"0"
"2024-08-16","124.5406494140625","302589900","2024-05-22 15:22:00-05","85",8,4,3,2024,0,0,"0.0139995717592427","3311.451154818557",52,"124.5406494140625","NVDA","1",1,0,"0"
"2024-08-19","129.95895385742188","318333600","2024-05-22 15:22:00-05","88",8,0,3,2024,0,0,"0.0435063127489006","3455.520184412801",53,"129.95895385742188","NVDA","1",2,0,"0"
"2024-08-20","127.20980834960938","300087400","2024-05-22 15:22:00-05","89",8,1,3,2024,0,0,"-0.0211539522765672","3382.4222753410177",54,"127.20980834960938","NVDA","0.5458263158798218",1,0,"0"
"2024-08-21","128.4594268798828","257883600","2024-05-22 15:22:00-05","90",8,2,3,2024,0,0,"0.0098232875788879","3415.648782064929",55,"128.4594268798828","NVDA","0",0,0,"0"
"2024-08-22","123.700927734375","376189100","2024-05-22 15:22:00-05","91",8,3,3,2024,0,0,"-0.0370428178070364","3289.123526538072",56,"123.700927734375","NVDA","1",1,0,"0"
"2024-08-23","129.32913208007812","323230300","2024-05-22 15:22:00-05","92",8,4,3,2024,0,0,"0.0454984812869687","3438.773651760793",57,"129.32913208007812","NVDA","0.8395312428474426",1,0,"0"
"2024-08-26","126.42005920410156","331964700","2024-05-22 15:22:00-05","95",8,0,3,2024,0,0,"-0.0224935621942883","3361.423382752832",58,"126.42005920410156","NVDA","0.827709972858429",2,0,"0"
"2024-08-27","128.25949096679688","303134600","2024-05-22 15:22:00-05","96",8,1,3,2024,0,0,"0.0145501574218187","3410.332622133268",59,"128.25949096679688","NVDA","0.9614730278650919",3,0,"0"
"2024-08-28","125.5703353881836","448101100","2024-05-22 15:22:00-05","97",8,2,3,2024,0,0,"-0.0209665230880219","3338.8298044734765",60,"125.5703353881836","NVDA","0.42005780935287473",5,0,"0"
"2024-08-29","117.55286407470705","453023300","2024-08-28 15:20:00-05","0",8,3,3,2024,0,0,"-0.0638484502624895","3125.6506957676343",61,"117.55286407470705","NVDA","0.0886954702436924",8,1,"1.8487210127098432"
"2024-08-30","119.33230590820312","333751600","2024-08-28 15:20:00-05","1",8,4,3,2024,0,0,"0.015137375405547","3172.9648437360784",62,"119.33230590820312","NVDA","0.7169532179832458",1,0,"0"
"2024-09-03","107.96588897705078","477155100","2024-08-28 15:20:00-05","5",9,1,3,2024,0,0,"-0.0952501239680728","2870.73954902388",63,"107.96588897705078","NVDA","0",0,0,"0"
"2024-09-04","106.17646026611328","372470300","2024-08-28 15:20:00-05","6",9,2,3,2024,0,0,"-0.0165740191452308","2823.159856777387",64,"106.17646026611328","NVDA","0",0,0,"0"
"2024-09-05","107.17613983154295","306850700","2024-08-28 15:20:00-05","7",9,3,3,2024,0,0,"0.0094152655204755","2849.740656435694",65,"107.17613983154295","NVDA","0",0,0,"0"
"2024-09-06","102.79752349853516","413638100","2024-08-28 15:20:00-05","8",9,4,3,2024,0,0,"-0.0408543948297636","2733.31622649524",66,"102.79752349853516","NVDA","0",0,0,"0"
"2024-09-09","106.4363784790039","273912000","2024-08-28 15:20:00-05","11",9,0,3,2024,0,0,"0.035398274750467","2830.0709052606285",67,"106.4363784790039","NVDA","0.7447025328874588",4,0,"0"
"2024-09-10","108.06585693359376","268283700","2024-08-28 15:20:00-05","12",9,1,3,2024,0,0,"0.0153094127954689","2873.39762898971",68,"108.06585693359376","NVDA","0",0,0,"0"
"2024-09-11","116.87307739257812","441422400","2024-08-28 15:20:00-05","13",9,2,3,2024,0,0,"0.0814986408185927","3107.5756302837385",69,"116.87307739257812","NVDA","-1",1,0,"0"
"2024-09-12","119.11256408691406","367100500","2024-08-28 15:20:00-05","14",9,3,3,2024,0,0,"0.0191616986931342","3167.1220581773623",70,"119.11256408691406","NVDA","1",1,0,"0"
"2024-09-13","119.07256317138672","238358300","2024-08-28 15:20:00-05","15",9,4,3,2024,0,0,"-0.0003358244853007","3166.05846104229",71,"119.07256317138672","NVDA","0.9393118023872375",2,0,"0"
"2024-09-16","116.75309753417967","248772300","2024-08-28 15:20:00-05","18",9,0,3,2024,0,0,"-0.0194794298151499","3104.385447459755",72,"116.75309753417967","NVDA","1",1,0,"0"
"2024-09-17","115.5633773803711","231925900","2024-08-28 15:20:00-05","19",9,1,3,2024,0,0,"-0.0101900521608028","3072.751597822903",73,"115.5633773803711","NVDA","1",1,0,"0"
"2024-09-18","113.34388732910156","310318900","2024-08-28 15:20:00-05","20",9,2,3,2024,0,0,"-0.0192058254230852","3013.73686706661",74,"113.34388732910156","NVDA","0.9170563817024231",1,0,"0"
"2024-09-19","117.84284973144533","293506400","2024-08-28 15:20:00-05","21",9,3,3,2024,0,0,"0.0396930307258716","3133.3612171307773",75,"117.84284973144533","NVDA","0",0,0,"0"
"2024-09-20","115.97328186035156","382462400","2024-08-28 15:20:00-05","22",9,4,3,2024,0,0,"-0.0158649241371398","3083.6506791267416",76,"115.97328186035156","NVDA","0",0,0,"0"
"2024-09-23","116.23323059082033","206228500","2024-08-28 15:20:00-05","25",9,0,3,2024,0,0,"0.0022414536029236","3090.562539051628",77,"116.23323059082033","NVDA","0",0,0,"0"
"2024-09-24","120.8421630859375","354966800","2024-08-28 15:20:00-05","26",9,1,3,2024,0,0,"0.039652451125119","3213.1109190804964",78,"120.8421630859375","NVDA","0.8766225576400757",2,0,"0"
"2024-09-25","123.48155975341795","284692900","2024-08-28 15:20:00-05","27",9,2,3,2024,0,0,"0.021841686709989","3283.290681139498",79,"123.48155975341795","NVDA","0.8118255734443665",2,0,"0"
"2024-09-26","124.01143646240234","302582900","2024-08-28 15:20:00-05","28",9,3,3,2024,0,0,"0.0042911403941001","3297.379742406908",80,"124.01143646240234","NVDA","0",0,0,"0"
"2024-09-27","121.3720474243164","271009200","2024-08-28 15:20:00-05","29",9,4,3,2024,0,0,"-0.0212834325073408","3227.2001832083174",81,"121.3720474243164","NVDA","1",1,0,"0"
"2024-09-30","121.41203308105467","226553700","2024-08-28 15:20:00-05","32",9,0,3,2024,1,0,"0.0003294469986032","3228.2633746225674",82,"121.41203308105467","NVDA","0.8871106803417206",2,0,"0"
"2024-10-01","116.97305297851562","302094500","2024-08-28 15:20:00-05","33",10,1,4,2024,0,1,"-0.0365612863065689","3110.233913109981",83,"116.97305297851562","NVDA","0.8997222483158112",2,0,"0"
"2024-10-02","118.82262420654295","221845900","2024-08-28 15:20:00-05","34",10,2,4,2024,0,0,"0.0158119428443666","3159.412753976687",84,"118.82262420654295","NVDA","0",0,0,"0"
"2024-10-03","122.82170867919922","277118000","2024-08-28 15:20:00-05","35",10,3,4,2024,0,0,"0.0336559177964699","3265.745689909645",85,"122.82170867919922","NVDA","0.9113831222057343",2,0,"0"
"2024-10-04","124.89122772216795","243678100","2024-08-28 15:20:00-05","36",10,4,4,2024,0,0,"0.0168497822186644","3320.7727935661646",86,"124.89122772216795","NVDA","0",0,0,"0"
"2024-10-07","127.69058990478516","346250200","2024-08-28 15:20:00-05","39",10,0,4,2024,0,0,"0.0224144019854191","3395.2059298634",87,"127.69058990478516","NVDA","0.8560139834880829",2,0,"0"
"2024-10-08","132.85939025878906","285722500","2024-08-28 15:20:00-05","40",10,1,4,2024,0,0,"0.0404791015364414","3532.6408154354685",88,"132.85939025878906","NVDA","0.7666245102882385",2,0,"0"
"2024-10-09","132.61944580078125","246191600","2024-08-28 15:20:00-05","41",10,2,4,2024,0,0,"-0.0018060030046836","3526.260855508324",89,"132.61944580078125","NVDA","0",0,0,"0"
"2024-10-10","134.77896118164062","242311300","2024-08-28 15:20:00-05","42",10,3,4,2024,0,0,"0.0162835500315945","3583.680900573447",90,"134.77896118164062","NVDA","0",0,0,"0"
"2024-10-11","134.7689666748047","170209500","2024-08-28 15:20:00-05","43",10,4,4,2024,0,0,"-7.41547994458358e-05","3583.415153434987",91,"134.7689666748047","NVDA","0.8499879240989685",1,0,"0"
"2024-10-14","138.03822326660156","232347700","2024-08-28 15:20:00-05","46",10,0,4,2024,0,0,"0.0242582300099216","3670.342462448052",92,"138.03822326660156","NVDA","1",0,0,"0"
"2024-10-15","131.5697021484375","377831000","2024-08-28 15:20:00-05","47",10,1,4,2024,0,0,"-0.0468603620438595","3498.348885832785",93,"131.5697021484375","NVDA","0",1,0,"0"
"2024-10-16","135.68873596191406","264879700","2024-08-28 15:20:00-05","48",10,2,4,2024,0,0,"0.0313068567171297","3607.8711931480825",94,"135.68873596191406","NVDA","0.14881910880406699",3,0,"0"
"2024-10-17","136.89846801757812","306435900","2024-08-28 15:20:00-05","49",10,3,4,2024,0,0,"0.0089154935897082","3640.037145643087",95,"136.89846801757812","NVDA","0",0,0,"0"
"2024-10-18","137.9682159423828","176090200","2024-08-28 15:20:00-05","50",10,4,4,2024,0,0,"0.0078141701678307","3668.481015316367",96,"137.9682159423828","NVDA","0.8338752090930939",2,0,"0"
"2024-10-21","143.67691040039062","264554500","2024-08-28 15:20:00-05","53",10,0,4,2024,0,0,"0.041376881037527","3820.271317875539",97,"143.67691040039062","NVDA","0.905559241771698",1,0,"0"
"2024-10-22","143.55694580078125","226311600","2024-08-28 15:20:00-05","54",10,1,4,2024,0,0,"-0.0008349608804578","3817.0815407723776",98,"143.55694580078125","NVDA","0.8933703899383545",3,0,"0"
"2024-10-23","139.52786254882812","285930000","2024-08-28 15:20:00-05","55",10,2,4,2024,0,0,"-0.028066097599655","3709.950957703218",99,"139.52786254882812","NVDA","1",1,0,"0"
"2024-10-24","140.37767028808594","172354900","2024-08-28 15:20:00-05","56",10,3,4,2024,0,0,"0.0060905952670236","3732.546767447095",100,"140.37767028808594","NVDA","1",1,0,"0"
"2024-10-25","141.5074005126953","205122100","2024-08-28 15:20:00-05","57",10,4,4,2024,0,0,"0.0080477915204812","3762.585525671955",101,"141.5074005126953","NVDA","0.842289924621582",1,0,"0"
"2024-10-28","140.48764038085938","173586700","2024-08-28 15:20:00-05","60",10,0,4,2024,0,0,"-0.0072064084856428","3735.470797411797",102,"140.48764038085938","NVDA","1",1,0,"0"
"2024-10-29","141.21746826171875","157593600","2024-08-28 15:20:00-05","61",10,1,4,2024,0,0,"0.0051949614847315","3754.87642433169",103,"141.21746826171875","NVDA","0.8888035416603088",1,0,"0"
"2024-10-30","139.3079071044922","179418100","2024-08-28 15:20:00-05","62",10,2,4,2024,0,0,"-0.0135221313675413","3704.102492052993",104,"139.3079071044922","NVDA","0.9092490077018738",2,0,"0"
"2024-10-31","132.72943115234375","270039600","2024-08-28 15:20:00-05","63",10,3,4,2024,1,0,"-0.0472225596441847","3529.185291193847",105,"132.72943115234375","NVDA","0",0,0,"0"
"2024-11-01","135.3688201904297","207127800","2024-08-28 15:20:00-05","64",11,4,4,2024,0,1,"0.0198854844413256","3599.364850392438",106,"135.3688201904297","NVDA","0",0,0,"0"
"2024-11-04","136.0186767578125","187528200","2024-08-28 15:20:00-05","67",11,0,4,2024,0,0,"0.0048006370039173","3616.644094483831",107,"136.0186767578125","NVDA","0.7744265198707581",1,0,"0"
"2024-11-05","139.87777709960938","160537400","2024-08-28 15:20:00-05","68",11,1,4,2024,0,0,"0.0283718415278233","3719.254947595065",108,"139.87777709960938","NVDA","0",0,0,"0"
"2024-11-06","145.57644653320312","242043900","2024-08-28 15:20:00-05","69",11,2,4,2024,0,0,"0.0407403488370825","3870.7786915741326",109,"145.57644653320312","NVDA","1",1,0,"0"
"2024-11-07","148.84573364257812","207323300","2024-08-28 15:20:00-05","70",11,3,4,2024,0,0,"0.0224575278984389","3957.706812028842",110,"148.84573364257812","NVDA","0",0,0,"0"
"2024-11-08","147.5959930419922","175665800","2024-08-28 15:20:00-05","71",11,4,4,2024,0,0,"-0.0083962137845813","3924.4770595383534",111,"147.5959930419922","NVDA","0",0,0,"0"
"2024-11-11","145.22654724121094","182325600","2024-08-28 15:20:00-05","74",11,0,4,2024,0,0,"-0.0160535916453173","3861.4751074031087",112,"145.22654724121094","NVDA","0.9084004759788513",0,0,"0"
"2024-11-12","148.25582885742188","198634700","2024-08-28 15:20:00-05","75",11,1,4,2024,0,0,"0.0208590073492522","3942.021645047385",113,"148.25582885742188","NVDA","0.8845791220664978",2,0,"0"
"2024-11-13","146.23629760742188","191903300","2024-08-28 15:20:00-05","76",11,2,4,2024,0,0,"-0.0136219349051172","3888.3236828039862",114,"146.23629760742188","NVDA","-0.06377694010734558",2,0,"0"
"2024-11-14","146.72618103027344","194463300","2024-08-28 15:20:00-05","77",11,3,4,2024,0,0,"0.0033499441032531","3901.349349796735",115,"146.72618103027344","NVDA","0",0,0,"0"
"2024-11-15","141.94729614257812","250132900","2024-08-28 15:20:00-05","78",11,4,4,2024,0,0,"-0.0325700897695231","3774.282051251585",116,"141.94729614257812","NVDA","1",1,0,"0"
"2024-11-18","140.11770629882812","221866000","2024-08-28 15:20:00-05","81",11,0,4,2024,0,0,"-0.0128892194037446","3725.634501801387",117,"140.11770629882812","NVDA","0.8735685348510742",1,0,"0"
"2024-11-19","146.97613525390625","227834900","2024-08-28 15:20:00-05","82",11,1,4,2024,0,0,"0.0489476250806675","3907.9954625831615",118,"146.97613525390625","NVDA","0.8687911629676819",1,0,"0"
"2024-11-20","145.8563995361328","309871700","2024-08-28 15:20:00-05","83",11,2,4,2024,0,0,"-0.0076184866055911","3878.2224514967606",119,"145.8563995361328","NVDA","0.8482585549354553",2,0,"0"
"2024-11-21","146.63623046875","400946600","2024-11-20 15:20:00-06","0",11,3,4,2024,0,0,"0.0053465664523275","3898.9576255505967",120,"146.63623046875","NVDA","0.805121123790741",2,0,"0"
"2024-11-22","141.91729736328125","236406200","2024-11-20 15:20:00-06","1",11,4,4,2024,0,0,"-0.0321812221330554","3773.484404115383",121,"141.91729736328125","NVDA","-1",1,0,"0"
"2024-11-25","135.98867797851562","344941900","2024-11-20 15:20:00-06","4",11,0,4,2024,0,0,"-0.0417751711378034","3615.84644734763",122,"135.98867797851562","NVDA","0.20350966850916544",3,0,"0"
"2024-11-26","136.8884735107422","190287700","2024-11-20 15:20:00-06","5",11,1,4,2024,0,0,"0.0066166944601719","3639.771398504628",123,"136.8884735107422","NVDA","1",1,0,"0"
"2024-11-27","135.30882263183594","226370900","2024-11-20 15:20:00-06","6",11,2,4,2024,0,0,"-0.0115396924108609","3597.7695561200353",124,"135.30882263183594","NVDA","0",0,0,"0"
"2024-11-29","138.21817016601562","141863200","2024-11-20 15:20:00-06","8",11,4,4,2024,0,0,"0.0215015360978771","3675.127128102794",125,"138.21817016601562","NVDA","1",1,0,"0"
"2024-12-02","138.5980682373047","171682800","2024-11-20 15:20:00-06","11",12,0,4,2024,0,0,"0.0027485392899699","3685.228359410019",126,"138.5980682373047","NVDA","0",0,0,"0"
"2024-12-03","140.2277069091797","164414000","2024-11-20 15:20:00-06","12",12,1,4,2024,0,0,"0.0117580186549552","3728.559343207732",127,"140.2277069091797","NVDA","0.9150536954402924",2,0,"0"
"2024-12-04","145.10658264160156","231224300","2024-11-20 15:20:00-06","13",12,2,4,2024,0,0,"0.0347925231037382","3858.2853302999465",128,"145.10658264160156","NVDA","0.8370716273784637",2,0,"0"
"2024-12-05","145.03659057617188","172621200","2024-11-20 15:20:00-06","14",12,3,4,2024,0,0,"-0.0004823493473246","3856.424288889085",129,"145.03659057617188","NVDA","0",0,0,"0"
"2024-12-06","142.41700744628906","188505600","2024-11-20 15:20:00-06","15",12,4,4,2024,0,0,"-0.0180615327447802","3786.771355317548",130,"142.41700744628906","NVDA","0.8444021046161652",2,0,"0"
"2024-12-09","138.78758239746094","189308600","2024-11-20 15:20:00-06","18",12,0,4,2024,0,0,"-0.0254844917324703","3690.2674120202023",131,"138.78758239746094","NVDA","0.14266055822372437",3,0,"0"
"2024-12-10","135.04820251464844","210020900","2024-11-20 15:20:00-06","19",12,1,4,2024,0,0,"-0.0269431876989083","3590.8398444789773",132,"135.04820251464844","NVDA","1",1,0,"0"
"2024-12-11","139.28750610351562","184905200","2024-11-20 15:20:00-06","20",12,2,4,2024,0,0,"0.0313910404576274","3703.5600433138775",133,"139.28750610351562","NVDA","0",0,0,"0"
"2024-12-12","137.3178253173828","159211400","2024-11-20 15:20:00-06","21",12,3,4,2024,0,0,"-0.014141116035698","3651.187570996201",134,"137.3178253173828","NVDA","1",1,0,"0"
"2024-12-13","134.22833251953125","231514900","2024-11-20 15:20:00-06","22",12,4,4,2024,0,0,"-0.0224988474053591","3569.0400589880137",135,"134.22833251953125","NVDA","0.5010729432106018",1,0,"0"
"2024-12-16","131.9786834716797","237951100","2024-11-20 15:20:00-06","25",12,0,4,2024,0,0,"-0.0167598673515833","3509.2234210268875",136,"131.9786834716797","NVDA","1",1,0,"0"
"2024-12-17","130.36895751953125","259410300","2024-11-20 15:20:00-06","26",12,1,4,2024,0,0,"-0.0121968632343105","3466.4219029019832",137,"130.36895751953125","NVDA","0.8183163404464722",1,0,"0"
"2024-12-18","128.88919067382812","277444500","2024-11-20 15:20:00-06","27",12,2,4,2024,0,0,"-0.0113506073367306","3427.0759090187003",138,"128.88919067382812","NVDA","0.9599600434303284",2,0,"0"
