"date","daily_sentiment"
"2025-01-08","0.865"
"2025-01-07","-1"
"2025-01-06","0.7166666666666667"
"2025-01-03","-1"
"2025-01-02","-0.04"
"2024-12-31","0.68"
"2024-12-27","0.8"
"2024-12-23","-0.48"
"2024-12-20","0.72"
"2024-12-19","0.92"
"2024-12-18","0.77"
"2024-12-17","0.9025"
"2024-12-16","0.868"
"2024-12-13","1"
"2024-12-12","0.77"
"2024-12-11","0.7866666666666666"
"2024-12-10","0.57"
"2024-12-09","0.8666666666666666"
"2024-12-06","0.3333333333333333"
"2024-12-05","1"
"2024-12-04","-0.065"
"2024-12-03","-1"
"2024-12-02","0.6699999999999999"
"2024-11-29","0.86"
"2024-11-27","0.8400000000000001"
"2024-11-26","1"
"2024-11-25","0.924"
"2024-11-22","0.96"
"2024-11-20","0.7949999999999999"
"2024-11-19","0.63"
"2024-11-18","0.885"
"2024-11-15","-1"
"2024-11-13","0.92"
"2024-11-12","0.74"
"2024-11-11","0.6833333333333332"
"2024-11-08","0.8825"
"2024-11-07","1"
"2024-11-04","0.88"
"2024-11-01","0.71"
"2024-10-30","0.30999999999999994"
"2024-10-29","0.97"
"2024-10-28","0.3333333333333333"
"2024-10-25","1"
"2024-10-24","0.5742857142857144"
"2024-10-23","0.7733333333333333"
"2024-10-22","0.62"
"2024-10-21","-0.62"
"2024-10-18","-1"
"2024-10-17","0.86"
"2024-10-16","0.86"
"2024-10-15","0.915"
"2024-10-14","-0.08249999999999999"
"2024-10-11","0.7083333333333334"
"2024-10-10","0.85"
"2024-10-08","0.8"
"2024-10-07","0.615"
"2024-10-04","-0.15000000000000002"
"2024-10-03","0.31666666666666665"
"2024-10-02","0.72"
"2024-09-30","0.7366666666666667"
"2024-09-27","0.89"
"2024-09-25","0.8200000000000001"
"2024-09-24","-0.10999999999999999"
"2024-09-18","0.77"
"2024-09-17","1"
"2024-09-16","0.5"
"2024-09-13","0.74"
"2024-09-11","0.41"
"2024-09-09","0.6"
"2024-09-05","0.66"
"2024-09-03","0.94"
"2024-08-30","0.8200000000000001"
"2024-08-29","-0.11"
"2024-08-28","0.72"
"2024-08-26","0.45499999999999996"
"2024-08-23","0.7066666666666667"
"2024-08-22","0.85"
"2024-08-19","0.94"
"2024-08-16","0.9366666666666666"
"2024-08-12","0.86"
"2024-08-09","-1"
"2024-08-08","0.515"
"2024-08-07","0.6533333333333333"
"2024-08-05","0.86"
"2024-08-02","0.52"
"2024-07-30","0.52"
"2024-07-26","0.8"
"2024-07-24","-1"
"2024-07-23","-1"
"2024-07-18","0.8"
"2024-07-16","1"
"2024-07-15","0.77"
"2024-07-12","0.37"
"2024-07-11","0.46499999999999997"
"2024-07-10","0.6"
"2024-07-09","1"
"2024-07-08","0.625"
"2024-07-05","0.15"
"2024-07-02","-0.45"
"2024-07-01","-0.4633333333333334"
"2024-06-28","0.92"
"2024-06-27","0.9099999999999999"
"2024-06-26","0.3275"
"2024-06-25","0.8833333333333333"
"2024-06-21","0.92"
"2024-06-18","0.6799999999999999"
"2024-06-17","0.5549999999999999"
"2024-06-14","0.3275"
"2024-06-13","0.2833333333333333"
"2024-06-12","-0.09999999999999998"
"2024-06-11","-1"
"2024-06-10","-0.13749999999999996"
"2024-06-07","0.94"
"2024-06-05","0.91"
"2024-06-04","0.93"
