"date","daily_sentiment"
"2024-10-16","0.14881910880406699"
"2024-10-14","1"
"2024-10-11","0.8499879240989685"
"2024-10-08","0.7666245102882385"
"2024-10-07","0.8560139834880829"
"2024-10-03","0.9113831222057343"
"2024-10-01","0.8997222483158112"
"2024-09-30","0.8871106803417206"
"2024-09-27","1"
"2024-09-25","0.8118255734443665"
"2024-09-24","0.8766225576400757"
"2024-09-18","0.9170563817024231"
"2024-09-17","1"
"2024-09-16","1"
"2024-09-13","0.9393118023872375"
"2024-09-12","1"
"2024-09-11","-1"
"2024-09-09","0.7447025328874588"
"2024-08-30","0.7169532179832458"
"2024-08-29","0.0886954702436924"
"2024-08-28","0.42005780935287473"
"2024-08-27","0.9614730278650919"
"2024-08-26","0.827709972858429"
"2024-08-23","0.8395312428474426"
"2024-08-22","1"
"2024-08-20","0.5458263158798218"
"2024-08-19","1"
"2024-08-16","1"
"2024-08-13","0.7223541736602783"
"2024-08-12","-0.04751795530319214"
"2024-08-09","-1"
"2024-08-07","0.32978818672043936"
"2024-08-06","0.8758872747421265"
"2024-08-05","0.14764606952667236"
"2024-08-02","0.2038421630859375"
"2024-08-01","0.4637930393218994"
"2024-07-31","0.8309614459673563"
"2024-07-30","0.9221295118331909"
"2024-07-29","0.9115579128265381"
"2024-07-26","0.2633178432782491"
"2024-07-25","0.6572795510292053"
"2024-07-17","-0.047860562801361084"
"2024-07-16","0.8621715903282166"
"2024-07-12","1"
"2024-07-11","0.638062983751297"
"2024-07-10","0.43573233485221863"
"2024-07-09","0.812934160232544"
"2024-07-08","0.8675591349601746"
"2024-07-05","-0.06369444727897644"
"2024-07-01","0.8849307298660278"
"2024-06-26","0.8516557812690735"
"2024-06-24","0.8925777971744537"
"2024-06-21","0.637511670589447"
"2024-06-20","0.8381655216217041"
"2024-06-18","1"
"2024-06-17","0.9580142299334208"
"2024-06-14","0.9175414045651754"
"2024-06-12","0.891063392162323"
"2024-06-10","-1"
"2024-06-06","0.9208677411079407"
"2024-06-05","1"
"2024-06-04","0.8034714460372925"
"2024-06-03","0.6950230598449707"
